Id,MSSubClass,LotFrontage,LotArea,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,SaleType,SaleCondition,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,Heating_GasA,Heating_GasW,Heating_Grav,Heating_Wall,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y
446,20,73.0,9855,123962.94117647059,172579.09455587392,169601.1319966583,164390.43207855974,6,5,1956,1956,181451.1616161616,169270.6432748538,138480.72435897434,139536.2611464968,0.0,144048.07372400755,156463.9871794872,0.0,170898.55865921787,1436.0,1436.0,1689,0,1689,0.0,1,0,3,1,7,171603.08880994673,1,181878.3426395939,1956.0,2.0,480.0,0,0,0,0,0,135351.38888888888,167401.3746283449,127500.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
448,60,69.30579531442663,11214,191165.9295774648,172579.09455587392,169601.1319966583,197411.99431818182,7,5,1998,1999,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,0.0,205998.1303538175,156463.9871794872,0.0,170898.55865921787,930.0,930.0,956,930,1886,0.0,2,1,4,1,10,171603.08880994673,1,181878.3426395939,1998.0,2.0,431.0,89,0,0,0,0,165659.6867356538,167401.3746283449,199900.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
449,50,50.0,8600,105105.28125,172579.09455587392,169601.1319966583,134325.20588235295,6,6,1937,1950,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,0.0,123700.30172413793,156463.9871794872,0.0,170898.55865921787,780.0,780.0,780,596,1376,0.0,2,0,3,1,7,171603.08880994673,1,131189.86280487804,1937.0,1.0,198.0,0,0,0,0,0,165659.6867356538,167401.3746283449,119500.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
450,50,50.0,6000,117921.19047619047,172579.09455587392,169601.1319966583,134325.20588235295,3,7,1948,2002,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,0.0,144048.07372400755,153928.9402173913,331.0,170898.55865921787,318.0,649.0,679,504,1183,0.0,1,1,2,1,6,171603.08880994673,0,131189.86280487804,1981.0,1.0,308.0,0,176,0,0,0,165659.6867356538,167401.3746283449,120000.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
451,30,70.0,5684,117921.19047619047,172579.09455587392,169601.1319966583,164390.43207855974,6,8,1930,2005,181451.1616161616,169270.6432748538,138480.72435897434,139536.2611464968,0.0,123700.30172413793,156463.9871794872,0.0,170898.55865921787,813.0,813.0,813,0,813,0.0,1,0,2,1,5,171603.08880994673,0,131189.86280487804,1932.0,1.0,270.0,0,113,0,0,0,165659.6867356538,167401.3746283449,110000.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
453,60,69.30579531442663,9303,233045.1,172579.09455587392,169601.1319966583,197411.99431818182,6,5,1996,1997,181451.1616161616,169270.6432748538,199781.40454545454,200100.54292343388,42.0,205998.1303538175,153928.9402173913,742.0,170898.55865921787,130.0,872.0,888,868,1756,1.0,2,1,3,1,7,171603.08880994673,0,181878.3426395939,1996.0,2.0,422.0,144,122,0,0,0,165659.6867356538,167401.3746283449,204000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
454,60,75.0,9000,218798.45833333334,172579.09455587392,169601.1319966583,197411.99431818182,8,5,2008,2008,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,0.0,205998.1303538175,156463.9871794872,0.0,170898.55865921787,768.0,768.0,786,804,1590,0.0,2,1,3,1,6,171603.08880994673,0,181878.3426395939,2008.0,2.0,676.0,0,30,0,0,0,165659.6867356538,167401.3746283449,210000.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
456,20,80.0,9600,181658.0158730159,172579.09455587392,169601.1319966583,164390.43207855974,7,6,1973,1973,181451.1616161616,169270.6432748538,156462.59595959596,159147.75690607735,320.0,144048.07372400755,153928.9402173913,916.0,170898.55865921787,326.0,1242.0,1242,0,1242,0.0,1,1,3,1,6,171603.08880994673,1,181878.3426395939,1973.0,2.0,528.0,0,0,0,0,0,165659.6867356538,167401.3746283449,175500.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
457,70,34.0,4571,117921.19047619047,172579.09455587392,169601.1319966583,197411.99431818182,5,5,1916,1950,166931.7105263158,169270.6432748538,108743.75,116726.66666666667,0.0,123700.30172413793,156463.9871794872,0.0,170898.55865921787,624.0,624.0,624,720,1344,0.0,1,0,4,1,7,171603.08880994673,0,131189.86280487804,1916.0,3.0,513.0,0,0,96,0,0,135351.38888888888,139055.156626506,98000.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
459,70,69.30579531442663,5100,117921.19047619047,172579.09455587392,169601.1319966583,197411.99431818182,8,7,1925,1996,181451.1616161616,169270.6432748538,131540.57894736843,145034.4827586207,0.0,205998.1303538175,156463.9871794872,0.0,170898.55865921787,588.0,588.0,833,833,1666,0.0,1,0,3,1,7,171603.08880994673,1,131189.86280487804,1925.0,1.0,228.0,192,63,0,0,0,165659.6867356538,167401.3746283449,161000.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
460,50,69.30579531442663,7015,123938.77551020408,172579.09455587392,169601.1319966583,134325.20588235295,5,4,1950,1950,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,161.0,144048.07372400755,149490.35087719298,185.0,170898.55865921787,524.0,709.0,979,224,1203,1.0,1,0,3,1,5,171603.08880994673,1,131189.86280487804,1950.0,1.0,352.0,0,0,248,0,0,165659.6867356538,167401.3746283449,110000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
461,60,75.0,8004,218798.45833333334,174820.80952380953,169601.1319966583,197411.99431818182,8,5,2009,2009,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,110.0,205998.1303538175,213245.82300884955,544.0,170898.55865921787,288.0,832.0,832,1103,1935,1.0,2,1,3,1,8,171603.08880994673,0,224064.828125,2009.0,2.0,552.0,0,150,0,0,0,232939.10714285713,230574.8620689655,263435.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
462,70,60.0,7200,137189.2,141297.95588235295,169601.1319966583,197411.99431818182,7,9,1936,2007,166931.7105263158,169270.6432748538,138480.72435897434,139536.2611464968,0.0,205998.1303538175,153928.9402173913,350.0,140536.89285714287,0.0,560.0,575,560,1135,1.0,1,0,3,1,6,171603.08880994673,0,131189.86280487804,1971.0,2.0,576.0,256,0,0,0,0,165659.6867356538,167401.3746283449,155000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
463,20,60.0,8281,136169.4492753623,172579.09455587392,169601.1319966583,164390.43207855974,5,5,1965,1965,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,0.0,144048.07372400755,142770.68468468467,553.0,140536.89285714287,0.0,864.0,864,0,864,0.0,1,0,3,1,5,171603.08880994673,1,131189.86280487804,1965.0,1.0,360.0,0,0,236,0,0,165659.6867356538,167401.3746283449,62383.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
464,70,74.0,11988,205363.41463414635,172579.09455587392,169601.1319966583,197411.99431818182,6,7,1934,1995,181451.1616161616,169270.6432748538,131540.57894736843,138310.25,0.0,144048.07372400755,149490.35087719298,326.0,170898.55865921787,389.0,715.0,849,811,1660,0.0,1,1,3,1,6,171603.08880994673,1,131189.86280487804,1939.0,1.0,240.0,0,0,0,0,0,165659.6867356538,167401.3746283449,188700.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
465,20,60.0,8430,193562.33333333334,172579.09455587392,169601.1319966583,164390.43207855974,5,5,1978,1978,166931.7105263158,169270.6432748538,156462.59595959596,159147.75690607735,136.0,144048.07372400755,142770.68468468467,616.0,170898.55865921787,424.0,1040.0,1040,0,1040,0.0,2,0,3,1,5,171603.08880994673,0,181878.3426395939,1978.1134057971014,0.0,0.0,0,0,0,0,0,165659.6867356538,167401.3746283449,124000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
466,120,69.30579531442663,3072,194870.88235294117,172579.09455587392,169601.1319966583,164390.43207855974,7,5,2004,2004,181451.1616161616,169270.6432748538,199781.40454545454,200100.54292343388,18.0,205998.1303538175,156463.9871794872,0.0,170898.55865921787,1375.0,1375.0,1414,0,1414,0.0,2,0,2,1,6,171603.08880994673,1,181878.3426395939,2004.0,2.0,398.0,144,20,0,0,0,165659.6867356538,167401.3746283449,178740.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
467,20,85.0,10628,139804.965,172579.09455587392,169601.1319966583,164390.43207855974,7,5,1970,1970,155750.0,136900.0,163154.75294117647,156865.5,0.0,144048.07372400755,213245.82300884955,778.0,170898.55865921787,499.0,1277.0,1277,0,1277,1.0,1,0,2,1,5,171603.08880994673,1,181878.3426395939,1970.0,2.0,526.0,0,0,0,176,0,165659.6867356538,167401.3746283449,167000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
468,70,79.0,9480,139804.965,117730.76923076923,169601.1319966583,197411.99431818182,5,7,1942,1995,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,224.0,144048.07372400755,149490.35087719298,386.0,170898.55865921787,342.0,728.0,888,756,1644,0.0,1,1,3,1,7,171603.08880994673,2,181878.3426395939,1942.0,1.0,312.0,168,0,0,0,0,165659.6867356538,167401.3746283449,146500.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
469,20,98.0,11428,270674.55319148937,172579.09455587392,169601.1319966583,164390.43207855974,8,5,2006,2006,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,248.0,205998.1303538175,156463.9871794872,0.0,170898.55865921787,1626.0,1626.0,1634,0,1634,0.0,2,0,3,1,7,171603.08880994673,1,181878.3426395939,2006.0,3.0,866.0,0,44,0,0,0,165659.6867356538,167401.3746283449,250000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
470,60,76.0,9291,180056.51923076922,190750.0,169601.1319966583,197411.99431818182,6,5,1993,1993,166931.7105263158,169270.6432748538,156462.59595959596,159147.75690607735,120.0,205998.1303538175,213245.82300884955,426.0,170898.55865921787,406.0,832.0,832,878,1710,0.0,2,1,3,1,7,171603.08880994673,0,181878.3426395939,1993.0,2.0,506.0,144,70,0,0,0,165659.6867356538,167401.3746283449,187000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
471,120,69.30579531442663,6820,250465.82352941178,172579.09455587392,169601.1319966583,164390.43207855974,8,5,1985,1985,166931.7105263158,169270.6432748538,156462.59595959596,159147.75690607735,0.0,205998.1303538175,213245.82300884955,368.0,140536.89285714287,0.0,1488.0,1502,0,1502,1.0,1,1,1,1,4,171603.08880994673,0,181878.3426395939,1985.0,2.0,528.0,0,54,0,140,0,165659.6867356538,167401.3746283449,212000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
473,180,35.0,3675,123962.94117647059,172579.09455587392,169601.1319966583,160470.1754385965,6,5,2005,2005,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,80.0,205998.1303538175,213245.82300884955,459.0,170898.55865921787,88.0,547.0,1072,0,1072,1.0,1,0,2,1,5,171603.08880994673,0,140916.2,2005.0,2.0,525.0,0,28,0,0,0,165659.6867356538,167401.3746283449,148000.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
475,120,41.0,5330,250465.82352941178,172579.09455587392,169601.1319966583,164390.43207855974,8,5,2000,2000,166931.7105263158,169270.6432748538,216434.43243243243,217779.83333333334,0.0,205998.1303538175,213245.82300884955,1196.0,170898.55865921787,298.0,1494.0,1652,0,1652,1.0,2,0,2,1,6,171603.08880994673,0,181878.3426395939,2000.0,2.0,499.0,96,48,0,0,0,165659.6867356538,167401.3746283449,251000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
476,20,80.0,8480,136169.4492753623,172579.09455587392,169601.1319966583,164390.43207855974,5,6,1963,1963,181451.1616161616,169270.6432748538,156462.59595959596,159147.75690607735,0.0,144048.07372400755,213245.82300884955,630.0,170898.55865921787,340.0,970.0,970,0,970,1.0,1,0,2,1,5,171603.08880994673,0,131189.86280487804,1996.0,2.0,624.0,0,24,0,192,0,165659.6867356538,167401.3746283449,132500.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
477,20,75.0,13125,193562.33333333334,172579.09455587392,169601.1319966583,164390.43207855974,6,5,1997,1998,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,215.0,205998.1303538175,213245.82300884955,994.0,170898.55865921787,484.0,1478.0,1493,0,1493,1.0,2,0,3,1,7,171603.08880994673,1,181878.3426395939,1997.0,2.0,508.0,140,39,0,0,0,165659.6867356538,167401.3746283449,208900.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
479,20,79.0,10637,193562.33333333334,172579.09455587392,169601.1319966583,164390.43207855974,8,5,2007,2008,181451.1616161616,169270.6432748538,199781.40454545454,200100.54292343388,336.0,205998.1303538175,213245.82300884955,1288.0,170898.55865921787,417.0,1705.0,1718,0,1718,1.0,2,0,3,1,7,171603.08880994673,1,181878.3426395939,2007.0,3.0,826.0,208,44,0,0,0,165659.6867356538,167401.3746283449,297000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
480,30,50.0,5925,117921.19047619047,172579.09455587392,169601.1319966583,164390.43207855974,4,7,1937,2000,181451.1616161616,169270.6432748538,131540.57894736843,138310.25,435.0,123700.30172413793,142770.68468468467,168.0,170898.55865921787,739.0,907.0,1131,0,1131,0.0,1,0,2,1,7,171603.08880994673,0,131189.86280487804,1995.0,2.0,672.0,0,72,0,0,0,165659.6867356538,121697.42857142857,89471.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
482,20,72.0,11846,270674.55319148937,172579.09455587392,169601.1319966583,164390.43207855974,9,5,2003,2004,181451.1616161616,169270.6432748538,199781.40454545454,200100.54292343388,562.0,205998.1303538175,213245.82300884955,1567.0,170898.55865921787,225.0,1792.0,1792,0,1792,1.0,2,0,2,1,6,171603.08880994673,1,181878.3426395939,2003.0,3.0,874.0,206,49,0,0,0,165659.6867356538,167401.3746283449,374000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
484,120,32.0,4500,154414.45454545456,172579.09455587392,169601.1319966583,164390.43207855974,6,5,1998,1998,181451.1616161616,169270.6432748538,199781.40454545454,200100.54292343388,116.0,205998.1303538175,213245.82300884955,897.0,170898.55865921787,319.0,1216.0,1216,0,1216,1.0,2,0,2,1,5,171603.08880994673,0,181878.3426395939,1998.0,2.0,402.0,0,125,0,0,0,165659.6867356538,167401.3746283449,164000.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
485,20,69.30579531442663,7758,136169.4492753623,172579.09455587392,169601.1319966583,164390.43207855974,5,7,1962,2001,166931.7105263158,169270.6432748538,156462.59595959596,156865.5,0.0,144048.07372400755,153928.9402173913,588.0,170898.55865921787,411.0,999.0,999,0,999,1.0,1,0,3,1,6,171603.08880994673,0,131189.86280487804,1963.0,1.0,264.0,0,132,0,0,0,165659.6867356538,167401.3746283449,132500.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
486,20,80.0,9600,139804.965,172579.09455587392,169601.1319966583,164390.43207855974,5,7,1950,2007,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,0.0,144048.07372400755,153928.9402173913,607.0,170898.55865921787,506.0,1113.0,1113,0,1113,0.0,1,0,3,1,5,171603.08880994673,1,181878.3426395939,1950.0,1.0,264.0,0,80,120,0,0,165659.6867356538,167401.3746283449,147000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
487,20,79.0,10289,139804.965,172579.09455587392,169601.1319966583,164390.43207855974,5,7,1965,1965,181451.1616161616,169270.6432748538,145707.9375,146256.2780748663,168.0,144048.07372400755,153928.9402173913,836.0,170898.55865921787,237.0,1073.0,1073,0,1073,1.0,1,1,3,1,6,171603.08880994673,0,181878.3426395939,1965.0,2.0,515.0,0,0,0,0,0,165659.6867356538,167401.3746283449,156000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
488,20,70.0,12243,181658.0158730159,172579.09455587392,169601.1319966583,164390.43207855974,5,6,1971,1971,166931.7105263158,169270.6432748538,163154.75294117647,156865.5,0.0,144048.07372400755,153928.9402173913,998.0,170898.55865921787,486.0,1484.0,1484,0,1484,0.0,2,0,3,1,7,171603.08880994673,1,181878.3426395939,1971.0,2.0,487.0,224,0,0,180,0,165659.6867356538,167401.3746283449,175000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
489,190,60.0,10800,117921.19047619047,172579.09455587392,169601.1319966583,134325.20588235295,5,4,1900,1970,166931.7105263158,169270.6432748538,138480.72435897434,139536.2611464968,0.0,144048.07372400755,144354.0,664.0,170898.55865921787,290.0,954.0,1766,648,2414,0.0,2,0,3,2,10,123055.55555555556,1,181878.3426395939,1970.0,2.0,520.0,142,0,0,0,0,138504.0,167401.3746283449,160000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
491,160,69.30579531442663,2665,100485.71428571429,172579.09455587392,169601.1319966583,197411.99431818182,5,6,1976,1976,166931.7105263158,169270.6432748538,216434.43243243243,217779.83333333334,0.0,205998.1303538175,156463.9871794872,0.0,170898.55865921787,264.0,264.0,616,688,1304,0.0,1,1,3,1,4,171603.08880994673,1,224064.828125,1976.0,1.0,336.0,141,24,0,0,0,165659.6867356538,167401.3746283449,115000.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
492,50,79.0,9490,139804.965,117730.76923076923,169601.1319966583,134325.20588235295,6,7,1941,1950,166931.7105263158,169270.6432748538,138480.72435897434,139536.2611464968,0.0,144048.07372400755,144354.0,403.0,147598.17073170733,238.0,806.0,958,620,1578,1.0,1,0,3,1,5,171603.08880994673,2,181878.3426395939,1941.0,1.0,240.0,0,0,32,0,0,165659.6867356538,167401.3746283449,133000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
493,60,105.0,15578,191165.9295774648,172579.09455587392,169601.1319966583,197411.99431818182,6,5,2006,2006,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,0.0,205998.1303538175,156463.9871794872,0.0,170898.55865921787,728.0,728.0,728,728,1456,0.0,2,1,3,1,8,171603.08880994673,0,181878.3426395939,2006.0,2.0,429.0,0,0,0,0,0,232939.10714285713,230574.8620689655,172785.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
